Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
-	gi|124396595|emb|CAK62104.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124417239|emb|CAK82254.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN75788_c1_g1_i1	gi|829170473|ref|XP_001016047.3|	sterol desaturase	Tetrahymena thermophila SB210	6.0967e-07
-	gi|586738102|gb|EAR95802.3|	sterol desaturase	Tetrahymena thermophila SB210	-
-	gi|124418382|emb|CAK83363.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124418382|emb|CAK83363.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN75782_c0_g1_i1	gi|829161337|ref|XP_001010408.2|	dynein heavy chain	Tetrahymena thermophila SB210	3.61423e-60
-	gi|586741364|gb|EAR90163.2|	dynein heavy chain	Tetrahymena thermophila SB210	-
TRINITY_DN75782_c0_g2_i1	gi|829161337|ref|XP_001010408.2|	dynein heavy chain	Tetrahymena thermophila SB210	6.40737e-70
-	gi|586741364|gb|EAR90163.2|	dynein heavy chain	Tetrahymena thermophila SB210	-
-	gi|124430417|emb|CAK95204.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN75765_c0_g1_i1	gi|118347675|ref|XP_001007314.1|	WH1 domain protein	Tetrahymena thermophila SB210	1.02299e-12
-	gi|89289081|gb|EAR87069.1|	WH1 domain protein	Tetrahymena thermophila SB210	-
-	gi|124430406|emb|CAK95193.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN75762_c0_g1_i1	gi|829195518|ref|XP_001025545.2|	beta-centractin-like protein	Tetrahymena thermophila SB210	6.52147e-53
-	gi|586726479|gb|EAS05300.2|	beta-centractin-like protein	Tetrahymena thermophila SB210	-
TRINITY_DN75779_c0_g1_i1	gi|829198351|ref|XP_001027203.2|	sperm-tail PG-rich repeat protein	Tetrahymena thermophila SB210	1.05471e-07
-	gi|586724593|gb|EAS06961.2|	sperm-tail PG-rich repeat protein	Tetrahymena thermophila SB210	-
TRINITY_DN85645_c0_g1_i1	gi|954192437|gb|KRX05193.1|	Single hybrid motif	Pseudocohnilembus persalinus	1.07333e-65
TRINITY_DN85621_c0_g1_i1	gi|829170322|ref|XP_012653069.1|	peptidase c14 caspase catalytic subunit p20	Tetrahymena thermophila SB210	9.78792e-23
-	gi|586738230|gb|EWS74392.1|	peptidase c14 caspase catalytic subunit p20	Tetrahymena thermophila SB210	-
TRINITY_DN85621_c0_g2_i1	gi|829170322|ref|XP_012653069.1|	peptidase c14 caspase catalytic subunit p20	Tetrahymena thermophila SB210	9.64605e-25
-	gi|586738230|gb|EWS74392.1|	peptidase c14 caspase catalytic subunit p20	Tetrahymena thermophila SB210	-
-	gi|124403097|emb|CAK68563.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85668_c1_g1_i1	gi|678312162|emb|CDW88502.1|	aconitate hydratase 1 family protein	Stylonychia lemnae	0.0
TRINITY_DN85670_c0_g1_i2	gi|118368582|ref|XP_001017497.1|	dynein light chain 1, axonemal protein	Tetrahymena thermophila SB210	3.02897e-62
-	gi|89299264|gb|EAR97252.1|	dynein light chain 1, axonemal protein	Tetrahymena thermophila SB210	-
-	gi|94483017|gb|ABF22551.1|	dynein light chain 1	Tetrahymena thermophila	-
-	gi|124426385|emb|CAK91168.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124418821|emb|CAK83780.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN83238_c0_g1_i1	gi|118363036|ref|XP_001014739.1|	RNB-like protein	Tetrahymena thermophila SB210	9.87955e-47
-	gi|89296510|gb|EAR94498.1|	RNB-like protein	Tetrahymena thermophila SB210	-
TRINITY_DN83238_c1_g1_i1	gi|118363036|ref|XP_001014739.1|	RNB-like protein	Tetrahymena thermophila SB210	9.67931e-45
-	gi|89296510|gb|EAR94498.1|	RNB-like protein	Tetrahymena thermophila SB210	-
TRINITY_DN83238_c1_g2_i1	gi|118363036|ref|XP_001014739.1|	RNB-like protein	Tetrahymena thermophila SB210	2.68311e-17
-	gi|89296510|gb|EAR94498.1|	RNB-like protein	Tetrahymena thermophila SB210	-
TRINITY_DN83238_c2_g1_i1	gi|954193871|gb|KRX06611.1|	Nucleic acid-binding, OB-fold	Pseudocohnilembus persalinus	1.22895e-24
TRINITY_DN83255_c1_g1_i1	gi|118357550|ref|XP_001012024.1|	type A von willebrand factor domain protein	Tetrahymena thermophila SB210	1.65336e-28
-	gi|89293791|gb|EAR91779.1|	type A von willebrand factor domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN83245_c1_g1_i1	gi|954196014|gb|KRX08718.1|	5'-Nucleotidase, C-terminal	Pseudocohnilembus persalinus	3.92415e-11
TRINITY_DN92558_c3_g1_i1	gi|118368219|ref|XP_001017319.1|	calpain family cysteine protease	Tetrahymena thermophila SB210	6.15213e-36
-	gi|89299086|gb|EAR97074.1|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN92558_c4_g1_i1	gi|829193630|ref|XP_001031932.2|	calpain family cysteine protease	Tetrahymena thermophila SB210	5.60027e-07
-	gi|586727654|gb|EAR84269.2|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN92566_c4_g1_i1	gi|954185280|gb|KRW98191.1|	Metalloenzyme, LuxS/M16 peptidase-like protein	Pseudocohnilembus persalinus	2.33854e-24
-	gi|124398875|emb|CAK64371.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN92566_c13_g1_i1	gi|146181190|ref|XP_001022292.2|	peptidase M16 inactive domain protein	Tetrahymena thermophila SB210	1.60819e-21
-	gi|146144284|gb|EAS02047.2|	peptidase M16 inactive domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN92566_c14_g1_i1	gi|146181190|ref|XP_001022292.2|	peptidase M16 inactive domain protein	Tetrahymena thermophila SB210	5.73323e-17
-	gi|146144284|gb|EAS02047.2|	peptidase M16 inactive domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN92537_c0_g2_i1	gi|118366049|ref|XP_001016243.1|	heat shock 70 kDa protein	Tetrahymena thermophila SB210	0.0
-	gi|89298010|gb|EAR95998.1|	heat shock 70 kDa protein	Tetrahymena thermophila SB210	-
-	gi|385215214|gb|AFI49446.1|	heat shock protein 70 kDa	Tetrahymena thermophila	-
TRINITY_DN92556_c9_g5_i1	gi|118363038|ref|XP_001014913.1|	metallo-beta-lactamase superfamily protein	Tetrahymena thermophila SB210	6.79032e-22
-	gi|89296511|gb|EAR94499.1|	metallo-beta-lactamase superfamily protein	Tetrahymena thermophila SB210	-
-	gi|124394385|emb|CAK59907.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124394385|emb|CAK59907.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN39700_c0_g1_i1	gi|678310701|emb|CDW89236.1|	protein kinase domain protein	Stylonychia lemnae	3.65241e-20
TRINITY_DN55748_c0_g1_i1	gi|118357838|ref|XP_001012167.1|	glutathione S-transferase, carboxy-terminal domain protein	Tetrahymena thermophila SB210	8.99251e-12
-	gi|89293934|gb|EAR91922.1|	glutathione S-transferase, carboxy-terminal domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN55748_c0_g2_i1	gi|118357838|ref|XP_001012167.1|	glutathione S-transferase, carboxy-terminal domain protein	Tetrahymena thermophila SB210	4.15128e-12
-	gi|89293934|gb|EAR91922.1|	glutathione S-transferase, carboxy-terminal domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN55762_c0_g1_i1	gi|829192640|ref|XP_012655499.1|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	2.27528e-26
-	gi|586728224|gb|EWS71961.1|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	-
TRINITY_DN55783_c0_g2_i1	gi|228204840|gb|ACP74151.1|	2-oxoglutarate/malate carrier	Tetrahymena thermophila	1.97001e-11
-	gi|124404147|emb|CAK69604.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN16052_c0_g1_i1	gi|954197557|gb|KRX10237.1|	14-3-3 domain	Pseudocohnilembus persalinus	3.52685e-105
-	gi|124422431|emb|CAK87268.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124425599|emb|CAK90384.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN81155_c0_g1_i1	gi|118368219|ref|XP_001017319.1|	calpain family cysteine protease	Tetrahymena thermophila SB210	7.80417e-26
-	gi|89299086|gb|EAR97074.1|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN81194_c0_g1_i1	gi|829166970|ref|XP_001014639.2|	TraB family protein	Tetrahymena thermophila SB210	4.77298e-07
-	gi|586739053|gb|EAR94348.2|	TraB family protein	Tetrahymena thermophila SB210	-
TRINITY_DN81190_c1_g2_i1	gi|829101032|ref|XP_012650949.1|	histidine phosphatase family (branch 2) protein	Tetrahymena thermophila SB210	2.78021e-17
-	gi|586745663|gb|EWS76516.1|	histidine phosphatase family (branch 2) protein	Tetrahymena thermophila SB210	-
TRINITY_DN81174_c0_g1_i1	gi|118345996|ref|XP_976827.1|	glycerophosphodiester phosphodiesterase	Tetrahymena thermophila SB210	4.07878e-39
-	gi|89288244|gb|EAR86232.1|	glycerophosphodiester phosphodiesterase	Tetrahymena thermophila SB210	-
TRINITY_DN81174_c0_g2_i1	gi|118345996|ref|XP_976827.1|	glycerophosphodiester phosphodiesterase	Tetrahymena thermophila SB210	6.13371e-34
-	gi|89288244|gb|EAR86232.1|	glycerophosphodiester phosphodiesterase	Tetrahymena thermophila SB210	-
-	gi|124410580|emb|CAK75805.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124430127|emb|CAK94915.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN81140_c0_g1_i1	gi|118386105|ref|XP_001026174.1|	kelch motif protein	Tetrahymena thermophila SB210	2.8317e-10
-	gi|89307941|gb|EAS05929.1|	kelch motif protein	Tetrahymena thermophila SB210	-
TRINITY_DN78896_c0_g1_i1	gi|954189263|gb|KRX02067.1|	NUDIX hydrolase domain protein	Pseudocohnilembus persalinus	1.82437e-06
TRINITY_DN78896_c2_g1_i1	gi|829187429|ref|XP_012654828.1|	NUDIX hydrolase	Tetrahymena thermophila SB210	1.4079e-12
-	gi|586731188|gb|EWS72660.1|	NUDIX hydrolase	Tetrahymena thermophila SB210	-
TRINITY_DN78840_c2_g2_i2	gi|954192809|gb|KRX05561.1|	Catalase-like domain	Pseudocohnilembus persalinus	2.64609e-12
TRINITY_DN78851_c1_g1_i1	gi|829189177|ref|XP_001023176.2|	EF hand protein	Tetrahymena thermophila SB210	1.91009e-19
-	gi|586730081|gb|EAS02931.2|	EF hand protein	Tetrahymena thermophila SB210	-
TRINITY_DN78803_c0_g1_i1	gi|118352470|ref|XP_001009506.1|	peroxisomal acyl-CoA oxidase	Tetrahymena thermophila SB210	1.70317e-27
-	gi|89291273|gb|EAR89261.1|	peroxisomal acyl-CoA oxidase	Tetrahymena thermophila SB210	-
-	gi|124426457|emb|CAK91239.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN78869_c0_g1_i1	gi|829191062|ref|XP_001023597.2|	ABC transporter family protein	Tetrahymena thermophila SB210	1.03945e-35
-	gi|586729103|gb|EAS03352.2|	ABC transporter family protein	Tetrahymena thermophila SB210	-
-	gi|124418008|emb|CAK83000.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN78878_c1_g1_i1	gi|118398308|ref|XP_001031483.1|	papain family cysteine protease	Tetrahymena thermophila SB210	1.55328e-53
-	gi|89285812|gb|EAR83820.1|	papain family cysteine protease	Tetrahymena thermophila SB210	-
-	gi|124429873|emb|CAK94663.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN62468_c0_g1_i1	gi|954185498|gb|KRW98394.1|	Protein kinase-like domain	Pseudocohnilembus persalinus	1.76687e-06
TRINITY_DN62471_c1_g1_i1	gi|829192127|ref|XP_001024111.2|	FAM18-like protein	Tetrahymena thermophila SB210	9.11249e-20
-	gi|586728568|gb|EAS03866.2|	FAM18-like protein	Tetrahymena thermophila SB210	-
-	gi|124404739|emb|CAK70191.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124404739|emb|CAK70191.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124420696|emb|CAK85599.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124420696|emb|CAK85599.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN60525_c0_g1_i1	gi|829187693|ref|XP_001011330.2|	brix domain protein	Tetrahymena thermophila SB210	5.59375e-41
-	gi|586731011|gb|EAR91085.2|	brix domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN60535_c0_g1_i1	gi|146179102|ref|XP_001020515.2|	transporter family ABC domain protein	Tetrahymena thermophila SB210	1.24609e-24
-	gi|146144553|gb|EAS00270.2|	transporter family ABC domain protein	Tetrahymena thermophila SB210	-
-	gi|124420416|emb|CAK85320.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN60549_c0_g1_i1	gi|954193191|gb|KRX05939.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	3.16508e-21
-	gi|124425514|emb|CAK90299.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88386_c0_g1_i1	gi|954186073|gb|KRW98942.1|	Armadillo-type fold	Pseudocohnilembus persalinus	6.40814e-21
-	gi|124395797|emb|CAK61311.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124395797|emb|CAK61311.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88386_c3_g3_i1	gi|954186073|gb|KRW98942.1|	Armadillo-type fold	Pseudocohnilembus persalinus	6.85197e-22
-	gi|124394513|emb|CAK60034.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88324_c0_g1_i2	gi|954188893|gb|KRX01705.1|	Mu homology domain	Pseudocohnilembus persalinus	1.29933e-72
-	gi|124394513|emb|CAK60034.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88328_c1_g1_i1	gi|954188610|gb|KRX01426.1|	FAD/NAD-linked reductase, dimerization domain	Pseudocohnilembus persalinus	2.59393e-127
-	gi|124429390|emb|CAK94182.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88327_c0_g1_i1	gi|118378024|ref|XP_001022188.1|	outer arm dynein beta heavy chain	Tetrahymena thermophila SB210	1.68535e-22
-	gi|89303955|gb|EAS01943.1|	outer arm dynein beta heavy chain	Tetrahymena thermophila SB210	-
-	gi|124419556|emb|CAK84493.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88327_c1_g1_i1	gi|118378024|ref|XP_001022188.1|	outer arm dynein beta heavy chain	Tetrahymena thermophila SB210	2.25596e-138
-	gi|89303955|gb|EAS01943.1|	outer arm dynein beta heavy chain	Tetrahymena thermophila SB210	-
TRINITY_DN88327_c2_g1_i1	gi|3309593|gb|AAC26117.1|	ciliary outer arm dynein beta heavy chain	Tetrahymena thermophila	4.73897e-38
TRINITY_DN88327_c3_g1_i1	gi|625090|gb|AAA61680.1|	outer arm dynein beta heavy chain	Paramecium tetraurelia	0.0
-	gi|124419556|emb|CAK84493.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88342_c0_g1_i1	gi|954190694|gb|KRX03471.1|	Rieske [2Fe-2S] iron-sulfur domain	Pseudocohnilembus persalinus	1.314e-126
-	gi|124427200|emb|CAK91979.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124427200|emb|CAK91979.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|159994|gb|AAA29443.1|	calmodulin	Paramecium tetraurelia	-
-	gi|239841|gb|AAB20487.1|	calmodulin	Paramecium tetraurelia	-
-	gi|124415907|emb|CAK80966.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124425565|emb|CAK90350.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124425565|emb|CAK90350.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN65184_c0_g1_i1	gi|118379134|ref|XP_001022734.1|	phospholipid hydroperoxide glutathione peroxidase	Tetrahymena thermophila SB210	2.42944e-45
-	gi|89304501|gb|EAS02489.1|	phospholipid hydroperoxide glutathione peroxidase	Tetrahymena thermophila SB210	-
TRINITY_DN28569_c0_g1_i1	gi|954194428|gb|KRX07160.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	3.92462e-24
TRINITY_DN79044_c0_g1_i1	gi|403360460|gb|EJY79908.1|	Protein kinase domain containing protein	Oxytricha trifallax	4.97765e-09
TRINITY_DN79044_c0_g2_i1	gi|403360460|gb|EJY79908.1|	Protein kinase domain containing protein	Oxytricha trifallax	4.97765e-09
-	gi|124402387|emb|CAK67859.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124424746|emb|CAK89535.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN79034_c1_g1_i1	gi|829162727|ref|XP_001013144.2|	vacuolar protein sorting-associated protein 35 containing protein	Tetrahymena thermophila SB210	6.9011e-43
-	gi|586740845|gb|EAR92899.2|	vacuolar protein sorting-associated protein 35 containing protein	Tetrahymena thermophila SB210	-
TRINITY_DN79025_c0_g1_i1	gi|829153501|ref|XP_001010930.2|	oligosaccharyltransferase subunit ribophorin II	Tetrahymena thermophila SB210	1.31254e-12
-	gi|586742864|gb|EAR90685.2|	oligosaccharyltransferase subunit ribophorin II	Tetrahymena thermophila SB210	-
-	gi|124410983|emb|CAK76197.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN79006_c1_g1_i1	gi|118379398|ref|XP_001022864.1|	60S ribosomal protein L13	Tetrahymena thermophila SB210	2.10087e-22
-	gi|89304632|gb|EAS02620.1|	60S ribosomal protein L13	Tetrahymena thermophila SB210	-
TRINITY_DN79006_c1_g1_i2	gi|118379398|ref|XP_001022864.1|	60S ribosomal protein L13	Tetrahymena thermophila SB210	2.10034e-22
-	gi|89304632|gb|EAS02620.1|	60S ribosomal protein L13	Tetrahymena thermophila SB210	-
TRINITY_DN79060_c0_g1_i1	gi|829197100|ref|XP_001026421.2|	enoyl-CoA hydratase/delta3,5-delta2,4-dienoyl-CoA isomerase	Tetrahymena thermophila SB210	8.17995e-76
-	gi|586725287|gb|EAS06176.2|	enoyl-CoA hydratase/delta3,5-delta2,4-dienoyl-CoA isomerase	Tetrahymena thermophila SB210	-
TRINITY_DN79019_c0_g1_i1	gi|118383365|ref|XP_001024837.1|	UAA transporter family protein	Tetrahymena thermophila SB210	1.7494e-23
-	gi|89306604|gb|EAS04592.1|	UAA transporter family protein	Tetrahymena thermophila SB210	-
-	gi|124403337|emb|CAK68801.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124412121|emb|CAK77302.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124412575|emb|CAK77734.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124416819|emb|CAK81845.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN79093_c0_g1_i1	gi|829195548|ref|XP_001025565.4|	arsenite-resistance protein	Tetrahymena thermophila SB210	1.54831e-23
-	gi|586726498|gb|EAS05320.4|	arsenite-resistance protein	Tetrahymena thermophila SB210	-
-	gi|124424634|emb|CAK89424.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN79066_c0_g2_i1	gi|403334317|gb|EJY66316.1|	Leucine-rich repeat (LRR) protein	Oxytricha trifallax	8.7202e-07
TRINITY_DN79040_c0_g1_i1	gi|954187083|gb|KRW99930.1|	WD40-repeat-containing domain	Pseudocohnilembus persalinus	1.57505e-85
TRINITY_DN79040_c0_g2_i1	gi|829180224|ref|XP_001019669.2|	flagellar WD-repeat protein PF20	Tetrahymena thermophila SB210	2.95622e-52
-	gi|586734706|gb|EAR99424.2|	flagellar WD-repeat protein PF20	Tetrahymena thermophila SB210	-
TRINITY_DN87846_c0_g1_i1	gi|118395823|ref|XP_001030257.1|	proliferating cell nuclear antigen	Tetrahymena thermophila SB210	3.27341e-90
-	gi|89284553|gb|EAR82594.1|	proliferating cell nuclear antigen	Tetrahymena thermophila SB210	-
TRINITY_DN87846_c0_g1_i2	gi|118395823|ref|XP_001030257.1|	proliferating cell nuclear antigen	Tetrahymena thermophila SB210	8.23197e-95
-	gi|89284553|gb|EAR82594.1|	proliferating cell nuclear antigen	Tetrahymena thermophila SB210	-
TRINITY_DN87858_c0_g1_i1	gi|678320380|emb|CDW84267.1|	kelch motif family protein	Stylonychia lemnae	2.69244e-06
TRINITY_DN87858_c0_g1_i2	gi|678320380|emb|CDW84267.1|	kelch motif family protein	Stylonychia lemnae	2.72745e-06
TRINITY_DN87802_c0_g1_i1	gi|118374967|ref|XP_001020671.1|	Serine/Threonine kinase domain protein	Tetrahymena thermophila SB210	5.68138e-92
-	gi|89302438|gb|EAS00426.1|	Serine/Threonine kinase domain protein	Tetrahymena thermophila SB210	-
-	gi|124399121|emb|CAK64616.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124402897|emb|CAK68365.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124402897|emb|CAK68365.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN87873_c0_g1_i1	gi|829188574|ref|XP_001032690.2|	citrate synthase I	Tetrahymena thermophila SB210	9.9693e-33
-	gi|1688046|dbj|BAA14145.1|	citrate synthase precursor	Tetrahymena thermophila	-
-	gi|586730408|gb|EAR85027.2|	citrate synthase I	Tetrahymena thermophila SB210	-
TRINITY_DN87873_c0_g2_i1	gi|829188574|ref|XP_001032690.2|	citrate synthase I	Tetrahymena thermophila SB210	7.63287e-36
-	gi|1688046|dbj|BAA14145.1|	citrate synthase precursor	Tetrahymena thermophila	-
-	gi|586730408|gb|EAR85027.2|	citrate synthase I	Tetrahymena thermophila SB210	-
TRINITY_DN87873_c1_g1_i1	gi|829188574|ref|XP_001032690.2|	citrate synthase I	Tetrahymena thermophila SB210	1.2195e-109
-	gi|1688046|dbj|BAA14145.1|	citrate synthase precursor	Tetrahymena thermophila	-
-	gi|586730408|gb|EAR85027.2|	citrate synthase I	Tetrahymena thermophila SB210	-
TRINITY_DN87878_c0_g1_i1	gi|74834081|emb|CAI44443.1|	centrin3a-from-infraciliary-lattice	Paramecium tetraurelia	1.60595e-58
-	gi|74829811|emb|CAI38943.1|	centrin3d-from-infracliary-lattice	Paramecium tetraurelia	-
-	gi|124398171|emb|CAK63671.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88472_c0_g1_i2	gi|118386111|ref|XP_001026177.1|	histone H2A	Tetrahymena thermophila SB210	6.90602e-34
-	gi|310870|gb|AAC37291.1|	histone H2A.X	Tetrahymena thermophila	-
-	gi|89307944|gb|EAS05932.1|	histone H2A	Tetrahymena thermophila SB210	-
TRINITY_DN88436_c0_g1_i1	gi|954187988|gb|KRX00815.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	1.51503e-07
-	gi|124414991|emb|CAK80083.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88443_c0_g1_i1	gi|954191654|gb|KRX04416.1|	WD40-repeat-containing domain	Pseudocohnilembus persalinus	9.40294e-15
TRINITY_DN88443_c1_g1_i1	gi|829187942|ref|XP_001030416.3|	intraflagellar transporter	Tetrahymena thermophila SB210	2.37612e-19
-	gi|586730812|gb|EAR82753.3|	intraflagellar transporter	Tetrahymena thermophila SB210	-
TRINITY_DN88443_c1_g1_i2	gi|954191654|gb|KRX04416.1|	WD40-repeat-containing domain	Pseudocohnilembus persalinus	6.81171e-55
TRINITY_DN88443_c1_g1_i3	gi|678345539|emb|CDW71371.1|	intraflagellar transport protein 80 homolog	Stylonychia lemnae	5.43949e-34
-	gi|124419103|emb|CAK84051.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN88443_c2_g1_i2	gi|829187942|ref|XP_001030416.3|	intraflagellar transporter	Tetrahymena thermophila SB210	3.66739e-48
-	gi|586730812|gb|EAR82753.3|	intraflagellar transporter	Tetrahymena thermophila SB210	-
TRINITY_DN88401_c0_g1_i1	gi|74834074|emb|CAI43266.1|	V-ATPase a subunit 8_2 isotype of the V0 sector	Paramecium tetraurelia	1.56814e-18
TRINITY_DN88401_c1_g1_i1	gi|146166001|ref|XP_001015892.2|	V-ATPase A subunit 9-2 isotype of the V0 sector	Tetrahymena thermophila SB210	9.55041e-43
-	gi|146145311|gb|EAR95647.2|	V-ATPase A subunit 9-2 isotype of the V0 sector	Tetrahymena thermophila SB210	-
-	gi|124410318|emb|CAK75560.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124426457|emb|CAK91239.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124426457|emb|CAK91239.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124404513|emb|CAK69966.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124425652|emb|CAK90437.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN56468_c0_g1_i1	gi|954187284|gb|KRX00124.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	1.50637e-23
TRINITY_DN45944_c0_g1_i1	gi|954188610|gb|KRX01426.1|	FAD/NAD-linked reductase, dimerization domain	Pseudocohnilembus persalinus	9.99073e-19
TRINITY_DN45918_c0_g1_i1	gi|954195372|gb|KRX08092.1|	Protein kinase-like domain	Pseudocohnilembus persalinus	1.59914e-13
TRINITY_DN71009_c0_g1_i1	gi|678317390|emb|CDW85825.1|	dhhc zinc finger domain containing protein	Stylonychia lemnae	1.64176e-07
TRINITY_DN71022_c0_g1_i1	gi|829158927|ref|XP_012651984.1|	pyruvate dehydrogenase E1 beta subunit	Tetrahymena thermophila SB210	8.86931e-127
-	gi|586742180|gb|EWS75515.1|	pyruvate dehydrogenase E1 beta subunit	Tetrahymena thermophila SB210	-
TRINITY_DN71022_c0_g2_i1	gi|829158927|ref|XP_012651984.1|	pyruvate dehydrogenase E1 beta subunit	Tetrahymena thermophila SB210	2.5485e-126
-	gi|586742180|gb|EWS75515.1|	pyruvate dehydrogenase E1 beta subunit	Tetrahymena thermophila SB210	-
TRINITY_DN71076_c0_g1_i1	gi|829178419|ref|XP_001019036.3|	ubiquitin elongating factor core protein	Tetrahymena thermophila SB210	9.46184e-09
-	gi|586735176|gb|EAR98791.3|	ubiquitin elongating factor core protein	Tetrahymena thermophila SB210	-
-	gi|124430069|emb|CAK94858.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN46646_c0_g1_i1	gi|471227654|ref|XP_004034735.1|	jumonji domain protein	Ichthyophthirius multifiliis	2.52599e-24
-	gi|340504840|gb|EGR31249.1|	jumonji domain protein	Ichthyophthirius multifiliis	-
-	gi|124416343|emb|CAK81380.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124422347|emb|CAK87184.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN71415_c0_g1_i1	gi|829193091|ref|XP_001030979.2|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	1.05006e-38
-	gi|586727967|gb|EAR83316.2|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	-
TRINITY_DN71415_c0_g2_i1	gi|829193091|ref|XP_001030979.2|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	7.55922e-55
-	gi|586727967|gb|EAR83316.2|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	-
TRINITY_DN71415_c1_g1_i1	gi|829192640|ref|XP_012655499.1|	dynein heavy chain 1, axonemal protein	Tetrahymena thermophila SB210	1.27345e-28
