Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
-	gi|918505199|gb|KOG40318.1|	malate dehydrogenase	Streptomyces decoyicus	-
TRINITY_DN82497_c1_g1_i1	gi|652379163|ref|WP_026775093.1|	beta-mannosidase	Polaribacter sp. Hel_I_88	7.10889e-12
TRINITY_DN82497_c1_g2_i1	gi|498351153|ref|WP_010665309.1|	beta-galactosidase/beta-glucuronidase	Marinilabilia salmonicolor	2.54213e-107
TRINITY_DN82497_c2_g1_i1	gi|909537789|dbj|GAP45243.1|	beta-galactosidase	Bacteroidales bacterium TBC1	9.85238e-16
TRINITY_DN82496_c0_g1_i1	gi|954196986|gb|KRX09676.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	1.30824e-17
TRINITY_DN82496_c0_g2_i1	gi|954196986|gb|KRX09676.1|	P-loop containing nucleoside triphosphate hydrolase	Pseudocohnilembus persalinus	8.77248e-18
TRINITY_DN82449_c0_g1_i1	gi|195388278|ref|XP_002052807.1|	GJ17764	Drosophila virilis	2.40002e-18
-	gi|194149264|gb|EDW64962.1|	uncharacterized protein Dvir_GJ17764, isoform A	Drosophila virilis	-
-	gi|946564568|gb|KRF81955.1|	uncharacterized protein Dvir_GJ17764, isoform B	Drosophila virilis	-
TRINITY_DN82449_c0_g3_i1	gi|668465134|gb|KFB52343.1|	AGAP002449-PA-like protein	Anopheles sinensis	1.12914e-14
TRINITY_DN82442_c0_g1_i1	gi|675382730|gb|KFM75627.1|	DNA mismatch repair protein Mlh3, partial	Stegodyphus mimosarum	9.8295e-17
TRINITY_DN82418_c0_g1_i1	gi|675390463|gb|KFM83360.1|	Hexosaminidase D, partial	Stegodyphus mimosarum	1.53975e-154
TRINITY_DN82435_c1_g1_i1	gi|646707040|gb|KDR13974.1|	Metabotropic glutamate receptor 5	Zootermopsis nevadensis	3.57128e-08
TRINITY_DN82467_c1_g1_i1	gi|195159932|ref|XP_002020830.1|	GL14375	Drosophila persimilis	1.86901e-16
-	gi|194117780|gb|EDW39823.1|	GL14375	Drosophila persimilis	-
TRINITY_DN82456_c1_g1_i1	gi|73671373|gb|AAZ80092.1|	delayed rectifier potassium channel, partial	Cancer borealis	1.48403e-44
TRINITY_DN82420_c0_g1_i1	gi|290462873|gb|ADD24484.1|	Transposable element Tc3 transposase	Lepeophtheirus salmonis	2.83073e-23
TRINITY_DN82405_c3_g1_i1	gi|532759730|gb|AGU01545.1|	antimicrobial peptide type 2 precursor IIc	Pandalopsis japonica	2.50732e-19
TRINITY_DN82424_c0_g1_i1	gi|829196019|ref|XP_001030357.2|	MFS transporter	Tetrahymena thermophila SB210	5.29713e-27
-	gi|586726110|gb|EAR82694.2|	MFS transporter	Tetrahymena thermophila SB210	-
TRINITY_DN82476_c1_g1_i1	gi|646723448|gb|KDR24045.1|	NIK- and IKBKB-binding protein-like protein	Zootermopsis nevadensis	2.06699e-17
TRINITY_DN82403_c0_g1_i1	gi|146182822|ref|XP_001025351.2|	outer row dynein assembly-like protein	Tetrahymena thermophila SB210	1.0932e-154
-	gi|146143693|gb|EAS05106.2|	outer row dynein assembly-like protein	Tetrahymena thermophila SB210	-
TRINITY_DN82414_c1_g1_i1	gi|146181246|ref|XP_001022401.2|	Serine/Threonine kinase domain protein	Tetrahymena thermophila SB210	7.56394e-16
-	gi|146144252|gb|EAS02156.2|	Serine/Threonine kinase domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN82447_c0_g1_i1	gi|924560371|gb|ALC48130.1|	CG1732	Drosophila busckii	2.73612e-06
TRINITY_DN82451_c0_g1_i1	gi|442798696|gb|AGC75066.1|	SUMO-activating enzyme subunit 1	Eriocheir sinensis	9.274e-109
TRINITY_DN82437_c0_g1_i1	gi|118351590|ref|XP_001009070.1|	TMS membrane protein/tumor differentially protein	Tetrahymena thermophila SB210	2.37354e-25
-	gi|89290837|gb|EAR88825.1|	TMS membrane protein/tumor differentially protein	Tetrahymena thermophila SB210	-
TRINITY_DN82477_c0_g1_i2	gi|405977007|gb|EKC41480.1|	Nostrin	Crassostrea gigas	1.48938e-14
TRINITY_DN82477_c0_g1_i3	gi|646701986|gb|KDR11453.1|	Nostrin	Zootermopsis nevadensis	9.36307e-16
-	gi|124391394|emb|CAK56932.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN59312_c1_g1_i1	gi|403344817|gb|EJY71757.1|	Glycosyl transferase, group 1 family protein	Oxytricha trifallax	5.33534e-41
TRINITY_DN59386_c1_g1_i1	gi|341870822|gb|AEK99382.1|	lipoprotein receptor	Callinectes sapidus	2.72737e-08
TRINITY_DN59366_c1_g1_i1	gi|829183925|ref|XP_001021323.3|	sodium/hydrogen exchanger family protein	Tetrahymena thermophila SB210	4.49706e-29
-	gi|586733016|gb|EAS01078.3|	sodium/hydrogen exchanger family protein	Tetrahymena thermophila SB210	-
TRINITY_DN85362_c2_g1_i3	gi|675381439|gb|KFM74341.1|	Proteasome activator complex subunit 4, partial	Stegodyphus mimosarum	2.8254e-62
TRINITY_DN85362_c2_g1_i4	gi|405976422|gb|EKC40928.1|	Proteasome activator complex subunit 4	Crassostrea gigas	1.72511e-40
TRINITY_DN85370_c1_g1_i1	gi|954187893|gb|KRX00721.1|	Rieske [2Fe-2S] iron-sulfur domain	Pseudocohnilembus persalinus	2.92656e-43
TRINITY_DN85370_c1_g2_i1	gi|954187893|gb|KRX00721.1|	Rieske [2Fe-2S] iron-sulfur domain	Pseudocohnilembus persalinus	3.40039e-132
TRINITY_DN85301_c0_g1_i1	gi|646720616|gb|KDR22277.1|	Transcription factor Adf-1	Zootermopsis nevadensis	2.20832e-15
TRINITY_DN85380_c0_g1_i1	gi|678320127|emb|CDW84401.1|	aldehyde reductase	Stylonychia lemnae	3.93659e-44
TRINITY_DN85380_c2_g1_i1	gi|494911358|ref|WP_007637398.1|	NAD(P)H-dependent D-xylose reductase xyl1	Paraglaciecola psychrophila	7.87959e-09
-	gi|410168021|dbj|GAC37249.1|	probable NAD(P)H-dependent D-xylose reductase xyl1	Paraglaciecola psychrophila 170	-
-	gi|469483988|gb|AGH43841.1|	aldo/keto reductase	Paraglaciecola psychrophila 170	-
TRINITY_DN85380_c3_g1_i1	gi|403361843|gb|EJY80634.1|	Aldehyde reductase	Oxytricha trifallax	5.28603e-10
TRINITY_DN85318_c0_g1_i1	gi|924564829|gb|ALC49454.1|	trr	Drosophila busckii	7.45778e-44
TRINITY_DN85328_c0_g1_i1	gi|861641004|gb|KMQ93396.1|	heterogeneous nuclear ribonucleoprotein 27c-like protein	Lasius niger	3.28658e-97
TRINITY_DN85328_c0_g1_i6	gi|861641004|gb|KMQ93396.1|	heterogeneous nuclear ribonucleoprotein 27c-like protein	Lasius niger	2.54226e-96
TRINITY_DN85337_c0_g1_i1	gi|520188169|emb|CCW43203.1|	serine proteinase	Scylla paramamosain	4.35419e-61
TRINITY_DN85337_c0_g1_i2	gi|375173474|gb|AFA42360.1|	clip domain serine proteinase 2	Portunus trituberculatus	3.85961e-07
TRINITY_DN85337_c0_g1_i3	gi|520188169|emb|CCW43203.1|	serine proteinase	Scylla paramamosain	7.0759e-60
TRINITY_DN85369_c1_g1_i1	gi|471222039|ref|XP_004029828.1|	integrin alpha fg-gap repeat 1	Ichthyophthirius multifiliis	5.72085e-21
-	gi|340501855|gb|EGR28592.1|	integrin alpha fg-gap repeat 1	Ichthyophthirius multifiliis	-
TRINITY_DN85326_c1_g1_i2	gi|925678536|gb|KOX75554.1|	Patched domain-containing protein 3	Melipona quadrifasciata	0.0
TRINITY_DN85326_c2_g1_i1	gi|934154918|gb|KPM05360.1|	patched domain-containing protein (Ptchd)-like protein	Sarcoptes scabiei	4.18066e-21
TRINITY_DN85355_c1_g1_i1	gi|432115681|gb|ELK36916.1|	DNA-directed RNA polymerase III subunit RPC1	Myotis davidii	3.27118e-144
TRINITY_DN85334_c0_g1_i1	gi|565412072|dbj|BAO20827.1|	DNA polymerase delta catalytic subunit, partial	Procambarus clarkii	7.88485e-154
TRINITY_DN85334_c0_g2_i1	gi|565412072|dbj|BAO20827.1|	DNA polymerase delta catalytic subunit, partial	Procambarus clarkii	2.94335e-153
TRINITY_DN85334_c1_g1_i1	gi|565412070|dbj|BAO20826.1|	DNA polymerase delta catalytic subunit, partial	Oratosquilla oratoria	0.0
TRINITY_DN85382_c2_g3_i1	gi|157118261|ref|XP_001653140.1|	AAEL008250-PA	Aedes aegypti	1.30841e-10
-	gi|108875766|gb|EAT39991.1|	AAEL008250-PA	Aedes aegypti	-
TRINITY_DN85306_c1_g1_i1	gi|332027402|gb|EGI67485.1|	Nesprin-1, partial	Acromyrmex echinatior	2.5302e-83
TRINITY_DN85304_c3_g1_i1	gi|679005342|gb|KFW06366.1|	Cytochrome P450 2U1, partial	Fulmarus glacialis	9.41354e-29
TRINITY_DN85365_c0_g1_i1	gi|528892537|gb|EPZ32906.1|	Ribosomal protein L2 2 domain-containing protein	Rozella allomycis CSF55	9.07859e-30
TRINITY_DN85365_c0_g2_i1	gi|954191364|gb|KRX04131.1|	Translation protein SH3-like domain	Pseudocohnilembus persalinus	1.20802e-27
-	gi|124410253|emb|CAK75495.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124412996|emb|CAK78144.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85376_c0_g1_i1	gi|403358820|gb|EJY79068.1|	Acyl-coenzyme A oxidase	Oxytricha trifallax	3.37359e-15
TRINITY_DN85376_c1_g1_i1	gi|403358820|gb|EJY79068.1|	Acyl-coenzyme A oxidase	Oxytricha trifallax	1.67507e-139
TRINITY_DN85383_c0_g2_i1	gi|739409415|ref|WP_037269810.1|	glycine dehydrogenase (aminomethyl-transferring)	Roseovarius mucosus	2.42247e-14
-	gi|699744680|gb|KGM86826.1|	glycine dehydrogenase (decarboxylating)	Roseovarius mucosus DSM 17069	-
TRINITY_DN85314_c0_g1_i1	gi|925684838|gb|KOX81288.1|	BAG domain-containing protein Samui	Melipona quadrifasciata	6.80016e-11
TRINITY_DN85343_c2_g2_i1	gi|505586006|ref|WP_015678566.1|	strictosidine synthase	Leptospira yanagawae	3.91867e-29
-	gi|501478268|gb|EOQ87746.1|	strictosidine synthase	Leptospira yanagawae serovar Saopaulo str. Sao Paulo = ATCC 700523	-
TRINITY_DN85343_c2_g3_i1	gi|738272327|ref|WP_036226953.1|	strictosidine synthase	Marmoricola sp. URHB0036	3.34792e-10
TRINITY_DN85343_c2_g4_i1	gi|815862389|ref|WP_046469344.1|	strictosidine synthase	Allosalinactinospora lopnorensis	3.16647e-14
TRINITY_DN85363_c0_g1_i1	gi|646706115|gb|KDR13502.1|	Tetratricopeptide repeat protein 37	Zootermopsis nevadensis	7.78474e-55
TRINITY_DN85389_c0_g1_i1	gi|646713009|gb|KDR17529.1|	WD repeat-containing protein 22	Zootermopsis nevadensis	1.52798e-62
TRINITY_DN85389_c3_g1_i1	gi|646713009|gb|KDR17529.1|	WD repeat-containing protein 22	Zootermopsis nevadensis	6.95296e-103
TRINITY_DN85389_c5_g1_i1	gi|57904792|gb|AAW59011.1|	suppressor of Hairy wing	Drosophila americana	1.54238e-06
-	gi|57904794|gb|AAW59012.1|	suppressor of Hairy wing	Drosophila americana	-
-	gi|57904796|gb|AAW59013.1|	suppressor of Hairy wing	Drosophila americana	-
-	gi|57904798|gb|AAW59014.1|	suppressor of Hairy wing	Drosophila americana	-
-	gi|124400665|emb|CAK66150.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85331_c2_g1_i1	gi|727068545|gb|KHF24557.1|	ribonuclease HI	Solemya velum gill symbiont	3.76807e-15
TRINITY_DN85331_c3_g1_i2	gi|125901787|gb|ABN58714.1|	pol-like protein	Biomphalaria glabrata	4.87961e-15
TRINITY_DN85313_c0_g1_i1	gi|693266382|gb|AIS24843.1|	T-complex protein 1 subunit alpha	Scylla paramamosain	7.14421e-65
TRINITY_DN85313_c0_g1_i2	gi|693266382|gb|AIS24843.1|	T-complex protein 1 subunit alpha	Scylla paramamosain	4.43443e-48
TRINITY_DN85313_c0_g1_i3	gi|693266382|gb|AIS24843.1|	T-complex protein 1 subunit alpha	Scylla paramamosain	0.0
TRINITY_DN85346_c0_g2_i3	gi|675377880|gb|KFM70782.1|	Folliculin, partial	Stegodyphus mimosarum	9.40706e-35
TRINITY_DN85360_c1_g1_i1	gi|646724004|gb|KDR24418.1|	Protein cereblon	Zootermopsis nevadensis	7.56746e-29
TRINITY_DN85360_c1_g1_i2	gi|646724004|gb|KDR24418.1|	Protein cereblon	Zootermopsis nevadensis	3.92441e-32
TRINITY_DN85307_c0_g1_i1	gi|921289382|ref|WP_053225931.1|	dimethylhistidine N-methyltransferase	Solirubrobacter soli	1.72405e-09
TRINITY_DN85307_c0_g1_i2	gi|921289382|ref|WP_053225931.1|	dimethylhistidine N-methyltransferase	Solirubrobacter soli	6.84793e-11
TRINITY_DN85307_c1_g1_i1	gi|809060195|ref|WP_046314622.1|	methyltransferase	Pontibacter korlensis	3.97819e-18
-	gi|808186254|gb|AKD05798.1|	methyltransferase	Pontibacter korlensis	-
TRINITY_DN85391_c0_g1_i1	gi|378401468|emb|CCG06584.1|	unnamed protein product, partial	Pararhodospirillum photometricum DSM 122	8.40225e-26
-	gi|124416279|emb|CAK81327.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN28243_c0_g1_i1	gi|528258357|gb|EPY37515.1|	Rab family, other	Angomonas deanei	2.7327e-27
-	gi|528264936|gb|EPY39706.1|	Rab family, other	Angomonas deanei	-
-	gi|528267966|gb|EPY40674.1|	Rab family, other	Angomonas deanei	-
-	gi|528275562|gb|EPY43432.1|	Rab family, other	Angomonas deanei	-
TRINITY_DN81763_c0_g2_i1	gi|646717527|gb|KDR20354.1|	Oxysterol-binding protein-related protein 9	Zootermopsis nevadensis	1.20604e-31
TRINITY_DN81723_c0_g1_i1	gi|829196235|ref|XP_012656003.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	1.03625e-26
-	gi|586725984|gb|EWS71463.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	-
TRINITY_DN81723_c0_g2_i1	gi|829196235|ref|XP_012656003.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	3.48063e-26
-	gi|586725984|gb|EWS71463.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	-
TRINITY_DN81723_c0_g3_i1	gi|829196235|ref|XP_012656003.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	1.03625e-26
-	gi|586725984|gb|EWS71463.1|	DHHC zinc finger protein	Tetrahymena thermophila SB210	-
TRINITY_DN81771_c0_g1_i1	gi|187610683|gb|ACD13590.1|	dynactin subunit 5	Penaeus monodon	4.44552e-113
TRINITY_DN81796_c1_g1_i1	gi|569426924|gb|ETO31556.1|	ubiquitin specific peptidase 19	Reticulomyxa filosa	2.53061e-10
TRINITY_DN81769_c1_g1_i1	gi|675368932|gb|KFM61834.1|	RNA-directed DNA polymerase from mobile element jockey, partial	Stegodyphus mimosarum	1.02721e-39
TRINITY_DN81731_c1_g1_i1	gi|675371336|gb|KFM64238.1|	RNA-directed DNA polymerase from mobile element jockey, partial	Stegodyphus mimosarum	7.70354e-24
TRINITY_DN81719_c0_g1_i1	gi|2959684|gb|AAC05909.1|	potassium channel	Panulirus interruptus	4.67521e-126
TRINITY_DN81719_c0_g1_i2	gi|2959684|gb|AAC05909.1|	potassium channel	Panulirus interruptus	7.85252e-125
TRINITY_DN81717_c0_g1_i1	gi|111572543|gb|ABH10628.1|	laminin receptor	Litopenaeus vannamei	1.76356e-119
TRINITY_DN81742_c0_g1_i1	gi|906465483|gb|KNC27134.1|	Myosin-VIIa, partial	Lucilia cuprina	4.03332e-170
TRINITY_DN81790_c0_g1_i1	gi|470477835|ref|XP_004342403.1|	phenylalanine-tRNA ligase, B5 domain containing protein	Acanthamoeba castellanii str. Neff	1.51441e-33
-	gi|440799229|gb|ELR20287.1|	phenylalanine-tRNA ligase, B5 domain containing protein	Acanthamoeba castellanii str. Neff	-
TRINITY_DN81790_c0_g1_i2	gi|470477835|ref|XP_004342403.1|	phenylalanine-tRNA ligase, B5 domain containing protein	Acanthamoeba castellanii str. Neff	6.45621e-34
-	gi|440799229|gb|ELR20287.1|	phenylalanine-tRNA ligase, B5 domain containing protein	Acanthamoeba castellanii str. Neff	-
TRINITY_DN81775_c2_g1_i1	gi|565300791|gb|ETE58291.1|	Ribonuclease P protein subunit p29, partial	Ophiophagus hannah	6.25548e-27
TRINITY_DN81799_c0_g1_i3	gi|646705099|gb|KDR12978.1|	Phosphoribosyl pyrophosphate synthetase-associated protein 2	Zootermopsis nevadensis	2.93253e-94
TRINITY_DN81722_c0_g1_i1	gi|646703303|gb|KDR12064.1|	Protein daughterless	Zootermopsis nevadensis	1.57806e-59
TRINITY_DN81722_c0_g1_i2	gi|646703303|gb|KDR12064.1|	Protein daughterless	Zootermopsis nevadensis	9.80516e-06
TRINITY_DN81753_c1_g1_i1	gi|195450913|ref|XP_002072687.1|	GK13737	Drosophila willistoni	3.78112e-34
-	gi|194168772|gb|EDW83673.1|	uncharacterized protein Dwil_GK13737	Drosophila willistoni	-
TRINITY_DN81783_c0_g1_i1	gi|685832829|emb|CEF67750.1|	Frizzled-4	Strongyloides ratti	4.37383e-17
TRINITY_DN81783_c0_g3_i1	gi|685832829|emb|CEF67750.1|	Frizzled-4	Strongyloides ratti	4.25425e-17
TRINITY_DN81746_c0_g1_i1	gi|157115226|ref|XP_001658153.1|	AAEL007132-PA	Aedes aegypti	2.80804e-27
-	gi|108876984|gb|EAT41209.1|	AAEL007132-PA	Aedes aegypti	-
TRINITY_DN81785_c0_g2_i1	gi|675377824|gb|KFM70726.1|	Nucleic-acid-binding protein from mobile element jockey, partial	Stegodyphus mimosarum	9.07022e-14
TRINITY_DN81710_c0_g1_i1	gi|414151630|gb|AFW98988.1|	serine protease 1	Fenneropenaeus chinensis	1.35118e-73
TRINITY_DN81748_c0_g1_i1	gi|646709127|gb|KDR15146.1|	Importin-11	Zootermopsis nevadensis	7.73908e-64
TRINITY_DN81748_c0_g1_i3	gi|646709127|gb|KDR15146.1|	Importin-11	Zootermopsis nevadensis	1.8761e-53
TRINITY_DN81781_c0_g1_i1	gi|118377102|ref|XP_001021733.1|	oxidoreductase, short chain dehydrogenase/reductase family protein	Tetrahymena thermophila SB210	8.88081e-37
-	gi|89303499|gb|EAS01487.1|	oxidoreductase, short chain dehydrogenase/reductase family protein	Tetrahymena thermophila SB210	-
TRINITY_DN81789_c0_g1_i1	gi|13544077|gb|AAH06170.1|	IDS protein	Homo sapiens	4.27992e-70
-	gi|119581686|gb|EAW61282.1|	iduronate 2-sulfatase (Hunter syndrome), isoform CRA_c, partial	Homo sapiens	-
-	gi|649136117|gb|AIC59029.1|	IDS, partial	synthetic construct	-
TRINITY_DN81789_c0_g1_i2	gi|823670524|gb|AKI70473.1|	IDS, partial	synthetic construct	4.43233e-78
TRINITY_DN81739_c0_g1_i1	gi|829179893|ref|XP_001019841.2|	IPT/TIG domain protein	Tetrahymena thermophila SB210	1.9302e-28
-	gi|586734585|gb|EAR99596.2|	IPT/TIG domain protein	Tetrahymena thermophila SB210	-
TRINITY_DN85512_c1_g1_i1	gi|646723974|gb|KDR24408.1|	Protein bunched, class 2/F isoform	Zootermopsis nevadensis	5.16464e-29
TRINITY_DN85512_c1_g1_i2	gi|646723974|gb|KDR24408.1|	Protein bunched, class 2/F isoform	Zootermopsis nevadensis	5.74044e-29
TRINITY_DN85512_c1_g1_i4	gi|646723974|gb|KDR24408.1|	Protein bunched, class 2/F isoform	Zootermopsis nevadensis	5.99545e-29
TRINITY_DN85512_c1_g1_i7	gi|646723974|gb|KDR24408.1|	Protein bunched, class 2/F isoform	Zootermopsis nevadensis	6.68753e-29
TRINITY_DN85516_c1_g1_i1	gi|676266735|gb|KFO22606.1|	Transmembrane protein 59-like, partial	Fukomys damarensis	7.90614e-06
TRINITY_DN85513_c0_g1_i1	gi|646714834|gb|KDR18667.1|	Structural maintenance of chromosomes protein 1A	Zootermopsis nevadensis	4.73877e-16
TRINITY_DN85513_c0_g2_i1	gi|861600764|gb|KMQ83731.1|	structural maintenance of chromosomes protein 1a	Lasius niger	4.51787e-33
TRINITY_DN85513_c0_g2_i2	gi|861600764|gb|KMQ83731.1|	structural maintenance of chromosomes protein 1a	Lasius niger	3.93129e-169
TRINITY_DN85543_c0_g1_i1	gi|646715357|gb|KDR18999.1|	Ras-associated and pleckstrin-like proteiny domains-containing protein 1	Zootermopsis nevadensis	3.25406e-38
TRINITY_DN85543_c0_g1_i4	gi|646715357|gb|KDR18999.1|	Ras-associated and pleckstrin-like proteiny domains-containing protein 1	Zootermopsis nevadensis	8.13518e-123
TRINITY_DN85563_c0_g1_i1	gi|925175932|gb|ALC79585.1|	cystatin 2, partial	Cherax quadricarinatus	1.44825e-12
TRINITY_DN85563_c0_g2_i1	gi|925175932|gb|ALC79585.1|	cystatin 2, partial	Cherax quadricarinatus	8.37892e-17
TRINITY_DN85563_c0_g3_i1	gi|925175932|gb|ALC79585.1|	cystatin 2, partial	Cherax quadricarinatus	8.37892e-17
TRINITY_DN85563_c0_g4_i1	gi|925175932|gb|ALC79585.1|	cystatin 2, partial	Cherax quadricarinatus	2.52734e-43
TRINITY_DN85563_c0_g5_i1	gi|925175932|gb|ALC79585.1|	cystatin 2, partial	Cherax quadricarinatus	1.17727e-12
TRINITY_DN85574_c1_g1_i1	gi|118373829|ref|XP_001020107.1|	papain family cysteine protease	Tetrahymena thermophila SB210	7.82637e-27
-	gi|89301874|gb|EAR99862.1|	papain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN85548_c1_g1_i1	gi|308222732|gb|ABK35089.2|	semaphorin 2a	Gryllus bimaculatus	2.02095e-56
TRINITY_DN85548_c1_g2_i1	gi|308222732|gb|ABK35089.2|	semaphorin 2a	Gryllus bimaculatus	4.64211e-154
TRINITY_DN85548_c1_g3_i1	gi|195150059|ref|XP_002015972.1|	GL10736	Drosophila persimilis	3.10557e-06
-	gi|194109819|gb|EDW31862.1|	GL10736	Drosophila persimilis	-
TRINITY_DN85533_c0_g1_i1	gi|118389456|ref|XP_001027812.1|	AMP-binding enzyme family protein	Tetrahymena thermophila SB210	2.06871e-89
-	gi|89309582|gb|EAS07570.1|	AMP-binding enzyme family protein	Tetrahymena thermophila SB210	-
TRINITY_DN85597_c0_g1_i1	gi|646713730|gb|KDR17974.1|	Coiled-coil and C2 domain-containing protein 1-like	Zootermopsis nevadensis	7.99891e-63
TRINITY_DN85597_c0_g1_i2	gi|646713730|gb|KDR17974.1|	Coiled-coil and C2 domain-containing protein 1-like	Zootermopsis nevadensis	9.77803e-65
TRINITY_DN85515_c0_g2_i1	gi|861651979|gb|KMQ98077.1|	polyadenylate-binding protein 1	Lasius niger	3.13355e-44
TRINITY_DN85515_c1_g1_i1	gi|861651979|gb|KMQ98077.1|	polyadenylate-binding protein 1	Lasius niger	9.43926e-10
TRINITY_DN85517_c3_g2_i1	gi|1698455|gb|AAC52011.1|	mariner transposase	Homo sapiens	6.62995e-22
-	gi|124417668|emb|CAK82671.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85598_c1_g1_i1	gi|255983833|gb|ACU46011.1|	glutathione S-transferase	Eriocheir sinensis	3.48934e-66
TRINITY_DN85568_c0_g2_i1	gi|495795917|ref|WP_008520496.1|	cyclase	alpha proteobacterium IMCC14465	7.63896e-31
TRINITY_DN85568_c2_g1_i1	gi|754584744|ref|WP_041976745.1|	cyclase	Pyrinomonas methylaliphatogenes	7.67095e-11
-	gi|746990913|emb|CDM65951.1|	Kynurenine formamidase	Pyrinomonas methylaliphatogenes	-
TRINITY_DN85595_c1_g1_i2	gi|170070878|ref|XP_001869743.1|	p15-2a protein	Culex quinquefasciatus	7.98533e-31
-	gi|167866775|gb|EDS30158.1|	p15-2a protein	Culex quinquefasciatus	-
TRINITY_DN85554_c2_g1_i1	gi|646723309|gb|KDR23950.1|	Transcriptional adapter 2B	Zootermopsis nevadensis	3.12678e-113
TRINITY_DN85554_c2_g1_i2	gi|646723309|gb|KDR23950.1|	Transcriptional adapter 2B	Zootermopsis nevadensis	5.52657e-102
TRINITY_DN85554_c2_g1_i3	gi|646723309|gb|KDR23950.1|	Transcriptional adapter 2B	Zootermopsis nevadensis	1.57094e-99
TRINITY_DN85564_c1_g1_i2	gi|861652739|gb|KMQ98491.1|	apolipoprotein d	Lasius niger	1.30717e-31
TRINITY_DN85518_c0_g2_i2	gi|449275740|gb|EMC84508.1|	Protein XRP2, partial	Columba livia	1.1828e-13
TRINITY_DN85565_c0_g1_i1	gi|646713687|gb|KDR17948.1|	Ufm1-conjugating enzyme 1	Zootermopsis nevadensis	6.80883e-101
TRINITY_DN85565_c0_g1_i2	gi|646713687|gb|KDR17948.1|	Ufm1-conjugating enzyme 1	Zootermopsis nevadensis	7.04891e-101
TRINITY_DN85559_c1_g1_i3	gi|677429103|gb|KFQ30127.1|	Protein NRDE2, partial	Merops nubicus	4.6056e-16
TRINITY_DN85522_c0_g1_i1	gi|115498201|gb|ABI98680.1|	ubiquitin-conjugating enzyme H1	Litopenaeus vannamei	3.96413e-105
TRINITY_DN85522_c0_g1_i2	gi|115498201|gb|ABI98680.1|	ubiquitin-conjugating enzyme H1	Litopenaeus vannamei	2.4756e-58
TRINITY_DN85556_c0_g1_i1	gi|385152623|gb|AFI43796.1|	ALF1	Scylla paramamosain	2.49358e-23
TRINITY_DN85550_c0_g1_i1	gi|829166471|ref|XP_001014448.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	5.74581e-29
-	gi|586739447|gb|EAR94203.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN85550_c2_g1_i1	gi|829166471|ref|XP_001014448.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	2.54581e-41
-	gi|586739447|gb|EAR94203.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN85550_c3_g1_i1	gi|829166471|ref|XP_001014448.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	1.74127e-08
-	gi|586739447|gb|EAR94203.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN85550_c6_g1_i1	gi|829166471|ref|XP_001014448.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	7.14317e-06
-	gi|586739447|gb|EAR94203.3|	calpain family cysteine protease	Tetrahymena thermophila SB210	-
TRINITY_DN85579_c0_g1_i1	gi|675385204|gb|KFM78101.1|	Organic cation transporter 1, partial	Stegodyphus mimosarum	6.19713e-08
TRINITY_DN85582_c0_g1_i1	gi|891160244|gb|AKQ64929.1|	Fibro-slime domain protein	Myxococcus sp. (contaminant ex DSM 436)	4.54566e-70
TRINITY_DN85588_c1_g1_i2	gi|32822858|gb|AAH54998.1|	LOC398677 protein, partial	Xenopus laevis	3.7202e-15
TRINITY_DN85588_c1_g1_i3	gi|32822858|gb|AAH54998.1|	LOC398677 protein, partial	Xenopus laevis	1.57808e-14
TRINITY_DN85503_c0_g1_i1	gi|300218775|gb|ADJ80991.1|	CR1-3	Lycodichthys dearborni	7.10289e-06
TRINITY_DN83653_c0_g1_i1	gi|568254070|gb|ETN63078.1|	sodium/shloride dependent amino acid transporter	Anopheles darlingi	1.28167e-09
TRINITY_DN83653_c1_g1_i1	gi|6594619|gb|AAF18560.1|AF013963_1	F013963_1 amino acid transporter/amino acid-gated channel for sodium/potassium ions	Manduca sexta	9.10475e-06
TRINITY_DN83673_c1_g1_i1	gi|678333111|emb|CDW77748.1|	betaine-aldehyde dehydrogenase	Stylonychia lemnae	8.46387e-90
